what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1454989528921
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1454989528921
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1454989528921
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1454989528922
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1454989528922
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1454989528922
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1454989528922
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1454989528923
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1454989528923
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1454989528923
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1454989528924
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1454989528924
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1454989528924
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1454989528925
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1454989528925
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1454989528926
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1454989528926
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1454989528927
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1454989528927
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1454989528928
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1454989528929
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1454989528929
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1454989528929
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1454989528963
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1454989528965
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1454989528966
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1454989528967
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1454989528968
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1454989528969
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1454989528970
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1454989528972
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1454989528973
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1454989528975
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1454989528976
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1454989528977
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1454989528979
started,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1454989528979
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1454989528981
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1454989528982
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1454989528983
os,sysinfo,,,"win32",1454989528990
arch,sysinfo,,,"x86_64",1454989528990
ws,sysinfo,,,"win32",1454989528990
locale,sysinfo,,,"en_US",1454989528990
processors,sysinfo,,,"8",1454989528990
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1454989528990
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1454989528990
java.specification.name,sysinfo,,,"Java Platform API Specification",1454989528990
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1454989528990
java.specification.version,sysinfo,,,"1.6",1454989528990
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1454989528990
java.version,sysinfo,,,"1.6.0_23",1454989528990
java.vm.info,sysinfo,,,"mixed mode",1454989528990
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1454989528990
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1454989528990
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1454989528990
java.vm.specification.version,sysinfo,,,"1.0",1454989528990
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1454989528990
java.vm.version,sysinfo,,,"19.0-b09",1454989528990
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1454989529807
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1454989558180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454989558266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454989568079
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454989575220
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1454989575810
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1454989575851
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1454989575852
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1454989575852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454989578764
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1454989648785
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1454989648994
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1454989649564
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1454989652122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454989657323
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454989659243
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1454989676080
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1454989688331
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454989688360
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454989688521
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1454989688839
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1454989779305
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1454989786616
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1454989786636
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1454989786639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.previous",1454989834662
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.remove.block.comment",1454989875192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1454989882200
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.add.block.comment",1454989898743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990024852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990245509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990434203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990438148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1454990460548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1454990460967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1454990461417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990485417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990524640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990736136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990741824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990746526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990757402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990778106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990794281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454990812680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991099254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991118522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991152190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991200461
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1454991200476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991203915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991206906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1454991206921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991212207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991216521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991271539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991280611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991341923
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1454991469898
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1454991470723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991493850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991523921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991561789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991564417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454991905428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454991931461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991950564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991956646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454991972167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992289925
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992302657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992303008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992316859
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992318694
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992327116
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1454992327144
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992346677
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992351836
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992362290
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992366351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992380205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992388145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992400402
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992404086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992404434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992405776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992432991
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992446236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992446570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992447925
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992461078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992461425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992462779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992475990
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992478658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992479004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992481181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992481813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992485900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1454992511213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992591360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992621428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992624661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992640545
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992644388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992644735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992646346
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992671151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992671498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992672890
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992678860
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992689175
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1454992704736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992705304
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1454992711084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992717076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992719802
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1454992719815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1454992719815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992719829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992720703
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992737718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992738764
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992742929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992743271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992744677
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992745802
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992778682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992799695
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992806225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992806570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992808007
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454992809923
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992818591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1454992830019
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1454992836323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992836654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992838147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992847174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992866464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992890505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992912121
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1454992923071
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992934334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1454992939294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992940742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992949291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992951848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454992988703
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1454992988884
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1454992988934
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1454992988953
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1454992992883
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1454992992883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1454993005165
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1454993051566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454993061432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454994887884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454994890317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454998286339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454998290273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454999843562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1454999859240
